Date,Open,High,Low,Close,Volume,Adj Close
2/24/2015,132.940002,133.600006,131.169998,132.169998,69228100,127.078049
2/25/2015,131.559998,131.600006,128.149994,128.789993,74711700,123.828261
2/26/2015,128.789993,130.869995,126.610001,130.419998,91287500,125.395469
2/27/2015,130,130.570007,128.240005,128.460007,62014800,123.510987
3/2/2015,129.25,130.279999,128.300003,129.089996,48096700,124.116706
3/3/2015,128.960007,129.520004,128.089996,129.360001,37816300,124.376308
3/4/2015,129.100006,129.559998,128.320007,128.539993,31666300,123.587892
3/5/2015,128.580002,128.75,125.760002,126.410004,56517100,121.539962
3/6/2015,128.399994,129.369995,126.260002,126.599998,72842100,121.722637
3/9/2015,127.959999,129.570007,125.059998,127.139999,88528500,122.241834
3/10/2015,126.410004,127.220001,123.800003,124.510002,68856600,119.71316
3/11/2015,124.75,124.769997,122.110001,122.239998,68939000,117.530609
3/12/2015,122.309998,124.900002,121.629997,124.449997,48362700,119.655466
3/13/2015,124.400002,125.400002,122.580002,123.589996,51827300,118.828598
3/16/2015,123.879997,124.949997,122.870003,124.949997,35874300,120.136203
3/17/2015,125.900002,127.32,125.650002,127.040001,51023100,122.145688
3/18/2015,127,129.160004,126.370003,128.470001,65270900,123.520597
3/19/2015,128.75,129.25,127.400002,127.5,45809500,122.587966
3/20/2015,128.25,128.399994,125.160004,125.900002,68695100,121.049608
3/23/2015,127.120003,127.849998,126.519997,127.209999,37709700,122.309137
3/24/2015,127.230003,128.039993,126.559998,126.690002,32842300,121.809174
3/25/2015,126.540001,126.82,123.379997,123.379997,51655200,118.626689
3/26/2015,122.760002,124.879997,122.599998,124.239998,47572900,119.453558
3/27/2015,124.57,124.699997,122.910004,123.25,39546200,118.5017
3/30/2015,124.050003,126.400002,124,126.370003,47099700,121.501502
3/31/2015,126.089996,126.489998,124.360001,124.43,42090600,119.63624
4/1/2015,124.82,125.120003,123.099998,124.25,40621400,119.463174
4/2/2015,125.029999,125.559998,124.190002,125.32,32220100,120.491951
4/6/2015,124.470001,127.510002,124.330002,127.349998,37194000,122.443743
4/7/2015,127.639999,128.119995,125.980003,126.010002,35012300,121.155371
4/8/2015,125.849998,126.400002,124.970001,125.599998,37329200,120.761163
4/9/2015,125.849998,126.580002,124.660004,126.559998,32484000,121.684177
4/10/2015,125.949997,127.209999,125.260002,127.099998,40188000,122.203374
4/13/2015,128.369995,128.570007,126.610001,126.849998,36365100,121.963006
4/14/2015,127,127.290001,125.910004,126.300003,25524600,121.434199
4/15/2015,126.410004,127.129997,126.010002,126.779999,28970400,121.895703
4/16/2015,126.279999,127.099998,126.110001,126.169998,28369000,121.309203
4/17/2015,125.550003,126.139999,124.459999,124.75,51957000,119.943911
4/20/2015,125.57,128.119995,125.169998,127.599998,47054300,122.684112
4/21/2015,128.100006,128.199997,126.669998,126.910004,32435100,122.020699
4/22/2015,126.989998,128.869995,126.32,128.619995,37654500,123.664812
4/23/2015,128.300003,130.419998,128.139999,129.669998,45770900,124.674363
4/24/2015,130.490005,130.630005,129.229996,130.279999,44525900,125.260863
4/27/2015,132.309998,133.130005,131.149994,132.649994,96954200,127.539552
4/28/2015,134.460007,134.539993,129.570007,130.559998,118924000,125.530074
4/29/2015,130.160004,131.589996,128.300003,128.639999,63386100,123.684046
4/30/2015,128.639999,128.639999,124.580002,125.150002,83195400,120.328503
5/1/2015,126.099998,130.130005,125.300003,128.949997,58512600,123.9821
5/4/2015,129.5,130.570007,128.259995,128.699997,50988300,123.741732
5/5/2015,128.149994,128.449997,125.779999,125.800003,49271400,120.953462
5/6/2015,126.559998,126.75,123.360001,125.010002,72141000,120.193897
5/7/2015,124.769997,126.080002,124.019997,125.260002,43940900,120.93733
5/8/2015,126.68,127.620003,126.110001,127.620003,55550400,123.215888
5/11/2015,127.389999,127.559998,125.629997,126.32,42035800,121.960747
5/12/2015,125.599998,126.879997,124.82,125.870003,48160000,121.526279
5/13/2015,126.150002,127.190002,125.870003,126.010002,34694200,121.661447
5/14/2015,127.410004,128.949997,127.160004,128.949997,45203500,124.499984
5/15/2015,129.070007,129.490005,128.210007,128.770004,38208000,124.326203
5/18/2015,128.380005,130.720001,128.360001,130.190002,50882900,125.697198
5/19/2015,130.690002,130.880005,129.639999,130.070007,44633200,125.581344
5/20/2015,130,130.979996,129.339996,130.059998,36454900,125.571679
5/21/2015,130.070007,131.630005,129.830002,131.389999,39730400,126.855783
5/22/2015,131.600006,132.970001,131.399994,132.539993,45596000,127.966091
5/26/2015,132.600006,132.910004,129.119995,129.619995,70697600,125.146861
5/27/2015,130.339996,132.259995,130.050003,132.039993,45833200,127.483346
5/28/2015,131.860001,131.949997,131.100006,131.779999,30733300,127.232324
5/29/2015,131.229996,131.449997,129.899994,130.279999,50884500,125.784088
6/1/2015,130.279999,131.389999,130.050003,130.539993,32112800,126.03511
6/2/2015,129.860001,130.660004,129.320007,129.960007,33667600,125.475139
6/3/2015,130.660004,130.940002,129.899994,130.119995,30889400,125.629606
6/4/2015,129.580002,130.580002,128.910004,129.360001,38450100,124.895839
6/5/2015,129.5,129.690002,128.360001,128.649994,35626800,124.210334
6/8/2015,128.899994,129.210007,126.830002,127.800003,52674800,123.389676
6/9/2015,126.699997,128.080002,125.620003,127.419998,56075400,123.022785
6/10/2015,127.919998,129.339996,127.849998,128.880005,39087300,124.432408
6/11/2015,129.179993,130.179993,128.479996,128.589996,35390900,124.152407
6/12/2015,128.190002,128.330002,127.110001,127.169998,36886200,122.781413
6/15/2015,126.099998,127.239998,125.709999,126.919998,43988900,122.54004
6/16/2015,127.029999,127.849998,126.370003,127.599998,31494100,123.196574
6/17/2015,127.720001,127.879997,126.739998,127.300003,32918100,122.906931
6/18/2015,127.230003,128.309998,127.220001,127.879997,35407200,123.46691
6/19/2015,127.709999,127.82,126.400002,126.599998,54716900,122.231083
6/22/2015,127.489998,128.059998,127.080002,127.610001,34039300,123.206231
6/23/2015,127.480003,127.610001,126.879997,127.029999,30268900,122.646244
6/24/2015,127.209999,129.800003,127.120003,128.110001,55280900,123.688976
6/25/2015,128.860001,129.199997,127.5,127.5,31938100,123.100026
6/26/2015,127.669998,127.989998,126.510002,126.75,44066800,122.375908
6/29/2015,125.459999,126.470001,124.480003,124.529999,49161400,120.232518
6/30/2015,125.57,126.120003,124.860001,125.43,44370700,121.101461
7/1/2015,126.900002,126.940002,125.989998,126.599998,30238800,122.231083
7/2/2015,126.43,126.690002,125.769997,126.440002,27211000,122.076609
7/6/2015,124.940002,126.230003,124.849998,126,28060400,121.65179
7/7/2015,125.889999,126.150002,123.769997,125.690002,46946800,121.352491
7/8/2015,124.480003,124.639999,122.540001,122.57,60761600,118.340158
7/9/2015,123.849998,124.059998,119.220001,120.07,77821600,115.926432
7/10/2015,121.940002,123.849998,121.209999,123.279999,61354500,119.025655
7/13/2015,125.029999,125.760002,124.32,125.660004,41440500,121.323527
7/14/2015,126.040001,126.370003,125.040001,125.610001,31768100,121.27525
7/15/2015,125.720001,127.150002,125.580002,126.82,33649200,122.443492
7/16/2015,127.739998,128.570007,127.349998,128.509995,36222400,124.075166
7/17/2015,129.080002,129.619995,128.309998,129.619995,46164700,125.146861
7/20/2015,130.970001,132.970001,130.699997,132.070007,58900200,127.512324
7/21/2015,132.850006,132.919998,130.320007,130.75,76756400,126.23787
7/22/2015,121.989998,125.5,121.989998,125.220001,115450600,120.898709
7/23/2015,126.199997,127.089996,125.059998,125.160004,50999500,120.840782
7/24/2015,125.32,125.739998,123.900002,124.5,42162300,120.203555
7/27/2015,123.089996,123.610001,122.120003,122.769997,44455500,118.533253
7/28/2015,123.379997,123.910004,122.550003,123.379997,33618100,119.122203
7/29/2015,123.150002,123.5,122.269997,122.989998,37011700,118.745662
7/30/2015,122.32,122.57,121.709999,122.370003,33628300,118.147063
7/31/2015,122.599998,122.639999,120.910004,121.300003,42885000,117.113989
8/3/2015,121.5,122.57,117.519997,118.440002,69976000,114.352685
8/4/2015,117.419998,117.699997,113.25,114.639999,124138600,110.683819
8/5/2015,112.949997,117.440002,112.099998,115.400002,99312600,111.417594
8/6/2015,115.970001,116.5,114.120003,115.129997,52903000,111.66005
8/7/2015,114.580002,116.25,114.5,115.519997,38670400,112.038295
8/10/2015,116.529999,119.989998,116.529999,119.720001,54951600,116.111714
8/11/2015,117.809998,118.18,113.330002,113.489998,97082800,110.069479
8/12/2015,112.529999,115.419998,109.629997,115.239998,101217500,111.766735
8/13/2015,116.040001,116.400002,114.540001,115.150002,48535800,111.679451
8/14/2015,114.32,116.309998,114.010002,115.959999,42929500,112.465036
8/17/2015,116.040001,117.650002,115.5,117.160004,40884700,113.628873
8/18/2015,116.43,117.440002,116.010002,116.5,34560700,112.988761
8/19/2015,116.099998,116.519997,114.68,115.010002,47445700,111.543671
8/20/2015,114.080002,114.349998,111.629997,112.650002,68501600,109.2548
8/21/2015,110.43,111.900002,105.650002,105.760002,128275500,102.572461
8/24/2015,94.870003,108.800003,92,103.120003,162206300,100.012029
8/25/2015,111.110001,111.110001,103.5,103.739998,103601600,100.613338
8/26/2015,107.089996,109.889999,105.050003,109.690002,96774600,106.384013
8/27/2015,112.230003,113.239998,110.019997,112.919998,84616100,109.516659
8/28/2015,112.169998,113.309998,111.540001,113.290001,53164400,109.87551
8/31/2015,112.029999,114.529999,112,112.760002,56229300,109.361485
9/1/2015,110.150002,111.879997,107.360001,107.720001,76845900,104.473386
9/2/2015,110.230003,112.339996,109.129997,112.339996,61888800,108.954138
9/3/2015,112.489998,112.779999,110.040001,110.370003,53233900,107.043519
9/4/2015,108.970001,110.449997,108.510002,109.269997,49996300,105.976666
9/8/2015,111.75,112.559998,110.32,112.309998,54843600,108.925043
9/9/2015,113.760002,114.019997,109.769997,110.150002,85010800,106.830148
9/10/2015,110.269997,113.279999,109.900002,112.57,62892800,109.177209
9/11/2015,111.790001,114.209999,111.760002,114.209999,49915500,110.76778
9/14/2015,116.580002,116.889999,114.860001,115.309998,58363400,111.834625
9/15/2015,115.93,116.529999,114.419998,116.279999,43341200,112.775391
9/16/2015,116.25,116.540001,115.440002,116.410004,37173500,112.901478
9/17/2015,115.660004,116.489998,113.720001,113.919998,64112600,110.486519
9/18/2015,112.209999,114.300003,111.870003,113.449997,74285300,110.030684
9/21/2015,113.669998,115.370003,113.660004,115.209999,50222000,111.73764
9/22/2015,113.379997,114.18,112.519997,113.400002,50346200,109.982195
9/23/2015,113.629997,114.720001,113.300003,114.32,35756700,110.874465
9/24/2015,113.25,115.5,112.370003,115,50219500,111.533971
9/25/2015,116.440002,116.690002,114.019997,114.709999,56151900,111.25271
9/28/2015,113.849998,114.57,112.440002,112.440002,52109000,109.05113
9/29/2015,112.830002,113.510002,107.860001,109.059998,73365400,105.772996
9/30/2015,110.169998,111.540001,108.730003,110.300003,66473000,106.975629
10/1/2015,109.07,109.620003,107.309998,109.580002,63929100,106.277328
10/2/2015,108.010002,111.010002,107.550003,110.379997,58019800,107.053212
10/5/2015,109.879997,111.370003,109.07,110.779999,52064700,107.441158
10/6/2015,110.629997,111.739998,109.769997,111.309998,48196800,107.955183
10/7/2015,111.739998,111.769997,109.410004,110.779999,46765600,107.441158
10/8/2015,110.190002,110.190002,108.209999,109.5,61979600,106.199737
10/9/2015,110,112.279999,109.489998,112.120003,52766100,108.740775
10/12/2015,112.730003,112.75,111.440002,111.599998,30467200,108.236443
10/13/2015,110.82,112.449997,110.68,111.790001,33049300,108.420719
10/14/2015,111.290001,111.519997,109.559998,110.209999,44462400,106.888337
10/15/2015,110.93,112.099998,110.489998,111.860001,37673500,108.488609
10/16/2015,111.779999,112,110.529999,111.040001,39232600,107.693323
10/19/2015,110.800003,111.75,110.110001,111.730003,29759200,108.36253
10/20/2015,111.339996,114.169998,110.82,113.769997,48778800,110.341039
10/21/2015,114,115.580002,113.699997,113.760002,41795200,110.331345
10/22/2015,114.330002,115.5,114.099998,115.5,41654100,112.018901
10/23/2015,116.699997,119.230003,116.330002,119.080002,59366900,115.491004
10/26/2015,118.080002,118.129997,114.919998,115.279999,66333800,111.80553
10/27/2015,115.400002,116.540001,113.989998,114.550003,69884400,111.097536
10/28/2015,116.93,119.300003,116.059998,119.269997,85551400,115.675272
10/29/2015,118.699997,120.690002,118.269997,120.529999,51227300,116.897299
10/30/2015,120.989998,121.220001,119.449997,119.5,49365300,115.898343
11/2/2015,120.800003,121.360001,119.610001,121.18,32203300,117.527709
11/3/2015,120.790001,123.489998,120.699997,122.57,45519000,118.875815
11/4/2015,123.129997,123.82,121.620003,122,44886100,118.322995
11/5/2015,121.849998,122.690002,120.18,120.919998,39552700,117.777553
11/6/2015,121.110001,121.809998,120.620003,121.059998,33042300,117.913914
11/9/2015,120.959999,121.809998,120.050003,120.57,33871400,117.43665
11/10/2015,116.900002,118.07,116.059998,116.769997,59127900,113.735401
11/11/2015,116.370003,117.419998,115.209999,116.110001,45218000,113.092557
11/12/2015,116.260002,116.82,115.650002,115.720001,32525600,112.712693
11/13/2015,115.199997,115.57,112.269997,112.339996,45812400,109.420527
11/16/2015,111.379997,114.239998,111,114.18,38106700,111.212713
11/17/2015,114.919998,115.050003,113.32,113.690002,27616900,110.735449
11/18/2015,115.760002,117.489998,115.5,117.290001,46674700,114.241891
11/19/2015,117.639999,119.75,116.760002,118.779999,43295800,115.693167
11/20/2015,119.199997,119.919998,118.849998,119.300003,34287100,116.199658
11/23/2015,119.269997,119.730003,117.339996,117.75,32482500,114.689936
11/24/2015,117.330002,119.349998,117.120003,118.879997,42803200,115.790567
11/25/2015,119.209999,119.230003,117.919998,118.029999,21388300,114.962658
11/27/2015,118.290001,118.410004,117.599998,117.809998,13046400,114.748374
11/30/2015,117.989998,119.410004,117.75,118.300003,39180300,115.225646
12/1/2015,118.75,118.809998,116.860001,117.339996,34852400,114.290588
12/2/2015,117.339996,118.110001,116.080002,116.279999,33386600,113.258137
12/3/2015,116.550003,116.790001,114.220001,115.199997,41569500,112.206202
12/4/2015,115.290001,119.25,115.110001,119.029999,57777000,115.936671
12/7/2015,118.980003,119.860001,117.809998,118.279999,32084200,115.206161
12/8/2015,117.519997,118.599998,116.860001,118.230003,34309500,115.157465
12/9/2015,117.639999,117.690002,115.080002,115.620003,46361400,112.615293
12/10/2015,116.040001,116.940002,115.510002,116.169998,29104200,113.150995
12/11/2015,115.190002,115.389999,112.849998,113.18,46886200,110.238701
12/14/2015,112.18,112.68,109.790001,112.480003,64318700,109.556895
12/15/2015,111.940002,112.800003,110.349998,110.489998,53323100,107.618605
12/16/2015,111.07,111.989998,108.800003,111.339996,56238500,108.446514
12/17/2015,112.019997,112.25,108.980003,108.980003,44772800,106.147852
12/18/2015,108.910004,109.519997,105.809998,106.029999,96453300,103.274512
12/21/2015,107.279999,107.370003,105.57,107.330002,47590600,104.540731
12/22/2015,107.400002,107.720001,106.449997,107.230003,32789400,104.443331
12/23/2015,107.269997,108.849998,107.199997,108.610001,32657400,105.787465
12/24/2015,109,109,107.949997,108.029999,13570400,105.222536
12/28/2015,107.589996,107.690002,106.18,106.82,26704200,104.043982
12/29/2015,106.959999,109.43,106.860001,108.739998,30931200,105.914084
12/30/2015,108.580002,108.699997,107.18,107.32,25213800,104.530989
12/31/2015,107.010002,107.029999,104.82,105.260002,40635300,102.524526
1/4/2016,102.610001,105.370003,102,105.349998,67649400,102.612183
1/5/2016,105.75,105.849998,102.410004,102.709999,55791000,100.040792
1/6/2016,100.559998,102.370003,99.870003,100.699997,68457400,98.083025
1/7/2016,98.68,100.129997,96.43,96.449997,81094400,93.943473
1/8/2016,98.550003,99.110001,96.760002,96.959999,70798000,94.440222
1/11/2016,98.970001,99.059998,97.339996,98.529999,49739400,95.96942
1/12/2016,100.550003,100.690002,98.839996,99.959999,49154200,97.362258
1/13/2016,100.32,101.190002,97.300003,97.389999,62439600,94.859047
1/14/2016,97.959999,100.480003,95.739998,99.519997,63170100,96.93369
1/15/2016,96.199997,97.709999,95.360001,97.129997,79010000,94.605802
1/19/2016,98.410004,98.650002,95.5,96.660004,53087700,94.148022
1/20/2016,95.099998,98.190002,93.419998,96.790001,72334400,94.274641
1/21/2016,97.059998,97.879997,94.940002,96.300003,52161500,93.797377
1/22/2016,98.629997,101.459999,98.370003,101.419998,65800500,98.784315
1/25/2016,101.519997,101.529999,99.209999,99.440002,51794500,96.855775
1/26/2016,99.93,100.879997,98.07,99.989998,75077000,97.391477
1/27/2016,96.040001,96.629997,93.339996,93.419998,133369700,90.992218
1/28/2016,93.790001,94.519997,92.389999,94.089996,55678800,91.644804
1/29/2016,94.790001,97.339996,94.349998,97.339996,64416500,94.810344
2/1/2016,96.470001,96.709999,95.400002,96.43,40943500,93.923996
2/2/2016,95.419998,96.040001,94.279999,94.480003,37357200,92.024676
2/3/2016,95,96.839996,94.080002,96.349998,45964300,93.846074
2/4/2016,95.860001,97.330002,95.190002,96.599998,46471700,94.600127
2/5/2016,96.519997,96.919998,93.690002,94.019997,46418100,92.073538
2/8/2016,93.129997,95.699997,93.040001,95.010002,54021400,93.043048
2/9/2016,94.290001,95.940002,93.93,94.989998,44331200,93.023458
2/10/2016,95.919998,96.349998,94.099998,94.269997,42343600,92.318363
2/11/2016,93.790001,94.720001,92.589996,93.699997,50074700,91.760163
2/12/2016,94.190002,94.5,93.010002,93.989998,40351400,92.04416
2/16/2016,95.019997,96.849998,94.610001,96.639999,49057900,94.6393
2/17/2016,96.669998,98.209999,96.150002,98.120003,44863200,96.088664
2/18/2016,98.839996,98.889999,96.089996,96.260002,39021000,94.26717
2/19/2016,96,96.760002,95.800003,96.040001,35374200,94.051723
2/22/2016,96.309998,96.900002,95.919998,96.879997,34280800,94.874329
2/23/2016,96.400002,96.5,94.550003,94.690002,31942600,92.729673
2/24/2016,93.980003,96.379997,93.32,96.099998,36255700,94.110479
2/25/2016,96.050003,96.760002,95.25,96.760002,27582700,94.756818
2/26/2016,97.199997,98.019997,96.580002,96.910004,28991100,94.903715
2/29/2016,96.860001,98.230003,96.650002,96.690002,35216300,94.688268
3/1/2016,97.650002,100.769997,97.419998,100.529999,50407100,98.448766
3/2/2016,100.510002,100.889999,99.639999,100.75,33169600,98.664213
3/3/2016,100.580002,101.709999,100.449997,101.5,36955700,99.398686
3/4/2016,102.370003,103.75,101.370003,103.010002,46055100,100.877427
3/7/2016,102.389999,102.830002,100.959999,101.870003,35828900,99.761029
3/8/2016,100.779999,101.760002,100.400002,101.029999,31561900,98.938415
3/9/2016,101.309998,101.580002,100.269997,101.120003,27201700,99.026556
3/10/2016,101.410004,102.239998,100.150002,101.169998,33513600,99.075516
3/11/2016,102.239998,102.279999,101.5,102.260002,27408200,100.142954
3/14/2016,101.910004,102.910004,101.779999,102.519997,25076100,100.397566
3/15/2016,103.959999,105.18,103.849998,104.580002,40067700,102.414924
3/16/2016,104.610001,106.309998,104.589996,105.970001,38303500,103.776147
3/17/2016,105.519997,106.470001,104.959999,105.800003,34420700,103.609668
3/18/2016,106.339996,106.5,105.190002,105.919998,44205200,103.727179
3/21/2016,105.93,107.650002,105.139999,105.910004,35502700,103.717391
3/22/2016,105.25,107.290001,105.209999,106.720001,32444400,104.51062
3/23/2016,106.480003,107.07,105.900002,106.129997,25703500,103.93283
3/24/2016,105.470001,106.25,104.889999,105.669998,26133000,103.482354
3/28/2016,106,106.190002,105.059998,105.190002,19411400,103.012296
3/29/2016,104.889999,107.790001,104.879997,107.68,31190100,105.450744
3/30/2016,108.650002,110.419998,108.599998,109.559998,45601100,107.291821
3/31/2016,109.720001,109.900002,108.879997,108.989998,25888400,106.733621
4/1/2016,108.779999,110,108.199997,109.989998,25874000,107.712919
4/4/2016,110.419998,112.190002,110.269997,111.120003,37356200,108.81953
4/5/2016,109.510002,110.730003,109.419998,109.809998,26578700,107.536645
4/6/2016,110.230003,110.980003,109.199997,110.959999,26404100,108.662839
4/7/2016,109.949997,110.419998,108.120003,108.540001,31801900,106.292941
4/8/2016,108.910004,109.769997,108.169998,108.660004,23581700,106.410459
4/11/2016,108.970001,110.610001,108.830002,109.019997,29407500,106.762999
4/12/2016,109.339996,110.5,108.660004,110.440002,27232300,108.153607
4/13/2016,110.800003,112.339996,110.800003,112.040001,33257300,109.720482
4/14/2016,111.620003,112.389999,111.330002,112.099998,25473900,109.779237
4/15/2016,112.110001,112.300003,109.730003,109.849998,46939000,107.575818
4/18/2016,108.889999,108.949997,106.940002,107.480003,60834000,105.254888
4/19/2016,107.879997,108,106.230003,106.910004,32384900,104.696689
4/20/2016,106.639999,108.089996,106.059998,107.129997,30611000,104.912128
4/21/2016,106.93,106.93,105.519997,105.970001,31552500,103.776147
4/22/2016,105.010002,106.480003,104.620003,105.68,33683100,103.492149
4/25/2016,105,105.650002,104.510002,105.080002,28031600,102.904573
4/26/2016,103.910004,105.300003,103.910004,104.349998,56016200,102.189682
4/27/2016,96,98.709999,95.68,97.82,114602100,95.794871
4/28/2016,97.610001,97.879997,94.25,94.830002,82242700,92.866774
4/29/2016,93.989998,94.720001,92.510002,93.739998,68531500,91.799336
5/2/2016,93.970001,94.080002,92.400002,93.639999,48160100,91.701408
5/3/2016,94.199997,95.739998,93.68,95.18,56831300,93.209527
5/4/2016,95.199997,95.900002,93.82,94.190002,41025500,92.240024
5/5/2016,94,94.07,92.68,93.239998,35890500,91.865625
5/6/2016,93.370003,93.449997,91.849998,92.720001,43458200,91.353293
5/9/2016,93,93.769997,92.589996,92.790001,32936400,91.422261
5/10/2016,93.330002,93.57,92.110001,93.419998,33686800,92.042972
5/11/2016,93.480003,93.57,92.459999,92.510002,28719100,91.146389
5/12/2016,92.720001,92.779999,89.470001,90.339996,76314700,89.00837
5/13/2016,90,91.669998,90,90.519997,44392800,89.185717
5/16/2016,92.389999,94.389999,91.650002,93.879997,61259800,92.49619
5/17/2016,94.550003,94.699997,93.010002,93.489998,46916900,92.111939
5/18/2016,94.160004,95.209999,93.889999,94.559998,42062400,93.166167
5/19/2016,94.639999,94.639999,93.57,94.199997,30442100,92.811473
5/20/2016,94.639999,95.43,94.519997,95.220001,32026000,93.816442
5/23/2016,95.870003,97.190002,95.669998,96.43,38018600,95.008606
5/24/2016,97.220001,98.089996,96.839996,97.900002,35140200,96.456939
5/25/2016,98.669998,99.739998,98.110001,99.620003,38168800,98.151587
5/26/2016,99.68,100.730003,98.639999,100.410004,56331200,98.929943
5/27/2016,99.440002,100.470001,99.25,100.349998,36229500,98.870823
5/31/2016,99.599998,100.400002,98.82,99.860001,42307200,98.388047
6/1/2016,99.019997,99.540001,98.330002,98.459999,29173300,97.008682
6/2/2016,97.599998,97.839996,96.629997,97.720001,40191600,96.279592
6/3/2016,97.790001,98.269997,97.449997,97.919998,28062900,96.476641
6/6/2016,97.989998,101.889999,97.550003,98.629997,23292500,97.176174
6/7/2016,99.25,99.870003,98.959999,99.029999,22409500,97.57028
6/8/2016,99.019997,99.559998,98.68,98.940002,20848100,97.48161
6/9/2016,98.5,99.989998,98.459999,99.650002,26601400,98.181144
6/10/2016,98.529999,99.349998,98.480003,98.830002,31712900,97.373231
6/13/2016,98.690002,99.120003,97.099998,97.339996,38020500,95.905188
6/14/2016,97.32,98.480003,96.75,97.459999,31931900,96.023422
6/15/2016,97.82,98.410004,97.029999,97.139999,29445200,95.708139
6/16/2016,96.449997,97.75,96.07,97.550003,31326800,96.1121
6/17/2016,96.620003,96.650002,95.300003,95.330002,61008200,93.924821
6/20/2016,96,96.57,95.029999,95.099998,34411900,93.698208
6/21/2016,94.940002,96.349998,94.68,95.910004,35546400,94.496274
6/22/2016,96.25,96.889999,95.349998,95.550003,29219100,94.14158
6/23/2016,95.940002,96.290001,95.25,96.099998,32240200,94.683468
6/24/2016,92.910004,94.660004,92.650002,93.400002,75311400,92.02327
6/27/2016,93,93.050003,91.5,92.040001,45489600,90.683316
6/28/2016,92.900002,93.660004,92.139999,93.589996,40444900,92.210464
6/29/2016,93.970001,94.550003,93.629997,94.400002,36531000,93.00853
6/30/2016,94.440002,95.769997,94.300003,95.599998,35836400,94.190838
7/1/2016,95.489998,96.470001,95.330002,95.889999,26026500,94.476565
7/5/2016,95.389999,95.400002,94.459999,94.989998,27705200,93.589829
7/6/2016,94.599998,95.660004,94.370003,95.529999,30949100,94.12187
7/7/2016,95.699997,96.5,95.620003,95.940002,25139600,94.525831
7/8/2016,96.489998,96.889999,96.050003,96.68,28912100,95.254921
7/11/2016,96.75,97.650002,96.730003,96.980003,23794900,95.550502
7/12/2016,97.169998,97.699997,97.120003,97.419998,24167500,95.984011
7/13/2016,97.410004,97.669998,96.839996,96.870003,25892200,95.442123
7/14/2016,97.389999,98.989998,97.32,98.790001,38919000,97.33382
7/15/2016,98.919998,99.300003,98.5,98.779999,30137000,97.323965
7/18/2016,98.699997,100.129997,98.599998,99.830002,36493900,98.358491
7/19/2016,99.559998,100,99.339996,99.870003,23779900,98.397902
7/20/2016,100,100.459999,99.739998,99.959999,26276000,98.486572
7/21/2016,99.830002,101,99.129997,99.43,32702000,97.964385
7/22/2016,99.260002,99.300003,98.309998,98.660004,28313700,97.205739
7/25/2016,98.25,98.839996,96.919998,97.339996,40382900,95.905188
7/26/2016,96.82,97.970001,96.419998,96.669998,56239800,95.245066
7/27/2016,104.269997,104.349998,102.75,102.949997,92344800,101.432497
7/28/2016,102.830002,104.449997,102.82,104.339996,39869800,102.802007
